Date-Time,DOP,Latitude,Longitude,Altitude (ft),Speed (mph),Heading (deg),mod1 SS (dBm),mod1 Down (Mbs),mod1 Up (Mbs),mod1 Ping (Sec)
2014/08/19 08:44:18,2.52,37.79578,-122.26731,31.168,0.045,0.0,-113,0.722,1.167,0.200
2014/08/19 08:44:23,2.52,37.79578,-122.26732,29.528,1.464,0.0,-113,0.897,1.292,0.237
2014/08/19 08:44:28,2.52,37.79581,-122.26740,28.215,3.901,0.0,-113,0.834,0.833,0.273
2014/08/19 08:44:33,2.58,37.79582,-122.26751,26.575,4.140,0.0,-113,0.674,0.625,0.674
2014/08/19 08:44:38,2.52,37.79571,-122.26757,27.559,7.872,0.0,-113,0.750,0.000,0.661
2014/08/19 08:44:43,2.53,37.79561,-122.26766,21.654,1.290,0.0,-113,0.766,0.708,0.285
2014/08/19 08:44:48,2.53,37.79558,-122.26770,15.420,1.523,0.0,-113,0.728,0.583,0.616
2014/08/19 08:44:53,1.67,37.79543,-122.26777,3.281,9.774,0.0,-113,0.817,0.917,1.170
2014/08/19 08:44:58,1.67,37.79528,-122.26756,3.609,9.811,0.0,-113,0.535,0.625,0.478
2014/08/19 08:45:03,3.14,37.79524,-122.26746,11.155,3.430,0.0,-113,0.565,0.750,0.650
2014/08/19 08:45:08,1.69,37.79521,-122.26736,13.123,2.547,0.0,-113,0.552,1.042,0.351
2014/08/19 08:45:13,1.69,37.79518,-122.26728,15.092,4.130,0.0,-113,0.762,1.125,1.085
2014/08/19 08:45:18,2.54,37.79515,-122.26719,20.669,4.875,0.0,-113,0.481,0.667,0.226
2014/08/19 08:45:23,1.67,37.79512,-122.26716,18.701,0.024,0.0,-113,0.468,0.875,0.330
2014/08/19 08:45:28,1.67,37.79510,-122.26716,20.341,0.065,0.0,-113,0.340,1.083,0.293
2014/08/19 08:45:33,1.47,37.79509,-122.26715,20.013,3.109,0.0,-113,0.500,0.000,0.871
2014/08/19 08:45:38,1.47,37.79501,-122.26696,27.887,13.416,0.0,-113,0.399,0.500,1.034
2014/08/19 08:45:43,2.36,37.79487,-122.26660,21.325,16.026,0.0,-113,0.216,0.375,1.602
2014/08/19 08:45:48,2.36,37.79467,-122.26611,14.436,26.363,0.0,-113,0.298,0.208,1.325
2014/08/19 08:45:53,1.34,37.79435,-122.26546,8.530,32.995,0.0,-113,0.489,0.542,1.034
2014/08/19 08:45:58,1.34,37.79389,-122.26471,0.656,40.791,0.0,-113,0.158,0.375,0.750
2014/08/19 08:46:03,1.47,37.79336,-122.26396,0.656,38.155,0.0,-113,0.311,0.292,0.711
2014/08/19 08:46:08,1.56,37.79277,-122.26327,7.874,40.887,0.0,-113,0.805,0.875,0.317
2014/08/19 08:46:13,1.34,37.79223,-122.26261,24.278,35.337,0.0,-113,0.359,0.000,0.774
2014/08/19 08:46:18,1.34,37.79171,-122.26196,33.793,38.070,0.0,-113,0.000,0.542,2.478
2014/08/19 08:46:23,1.34,37.79114,-122.26124,39.698,42.172,0.0,-113,0.257,0.292,0.659
2014/08/19 08:46:28,1.34,37.79059,-122.26035,40.026,46.114,0.0,-113,0.336,0.667,0.554
2014/08/19 08:46:33,1.34,37.79014,-122.25930,37.073,46.402,0.0,-113,0.957,0.917,0.522
2014/08/19 08:46:38,1.34,37.78986,-122.25826,28.871,41.627,0.0,-113,0.480,0.750,0.254
2014/08/19 08:46:43,1.34,37.78968,-122.25725,15.092,40.145,0.0,-113,0.898,1.125,0.334
2014/08/19 08:46:48,1.34,37.78952,-122.25628,1.640,37.762,0.0,-113,1.243,1.000,0.169
2014/08/19 08:46:53,1.36,37.78937,-122.25543,-5.577,31.889,0.0,-113,0.729,1.458,0.289
2014/08/19 08:46:58,1.36,37.78925,-122.25471,-8.202,26.363,0.0,-113,0.789,1.250,0.218
2014/08/19 08:47:03,1.34,37.78915,-122.25417,-8.858,18.893,0.0,-113,1.231,1.333,0.253
2014/08/19 08:47:08,1.36,37.78907,-122.25371,-8.530,19.655,0.0,-113,0.821,1.208,0.438
2014/08/19 08:47:13,1.34,37.78897,-122.25314,-7.874,23.051,0.0,-113,0.379,1.250,0.238
2014/08/19 08:47:18,1.34,37.78884,-122.25257,-6.890,25.756,0.0,-113,1.178,1.208,0.234
2014/08/19 08:47:23,1.34,37.78867,-122.25191,-4.593,29.496,0.0,-113,1.361,1.458,0.319
2014/08/19 08:47:28,1.34,37.78845,-122.25114,-1.969,34.889,0.0,-113,1.422,0.917,0.233
2014/08/19 08:47:33,1.34,37.78819,-122.25026,0.328,38.628,0.0,-113,1.307,0.875,0.322
2014/08/19 08:47:38,1.34,37.78794,-122.24942,2.297,34.772,0.0,-113,0.876,1.458,0.138
2014/08/19 08:47:43,1.34,37.78765,-122.24858,2.953,38.191,0.0,-113,0.673,1.250,0.286
2014/08/19 08:47:48,1.34,37.78729,-122.24764,3.281,43.788,0.0,-113,0.928,1.458,0.266
2014/08/19 08:47:53,1.34,37.78687,-122.24662,3.609,46.797,0.0,-113,0.745,0.000,0.269
2014/08/19 08:47:58,1.34,37.78637,-122.24559,4.593,46.514,0.0,-113,0.677,1.458,0.203
2014/08/19 08:48:03,1.37,37.78583,-122.24459,4.921,48.026,0.0,-113,0.626,1.458,0.193
2014/08/19 08:48:08,1.34,37.78529,-122.24357,3.937,47.744,0.0,-113,0.843,1.208,0.238
2014/08/19 08:48:13,1.34,37.78474,-122.24254,1.969,49.044,0.0,-113,0.751,1.333,0.461
2014/08/19 08:48:18,1.47,37.78418,-122.24150,3.609,49.706,0.0,-113,1.152,1.250,0.278
2014/08/19 08:48:23,1.58,37.78353,-122.24050,2.625,51.555,0.0,-113,0.499,1.208,0.489
2014/08/19 08:48:28,1.34,37.78277,-122.23961,3.609,51.352,0.0,-113,0.440,0.750,2.870
2014/08/19 08:48:33,1.59,37.78186,-122.23900,5.249,51.045,0.0,-113,0.159,0.417,2.010
2014/08/19 08:48:38,1.34,37.78087,-122.23860,6.562,51.128,0.0,-113,0.677,1.042,0.413
2014/08/19 08:48:43,1.34,37.77989,-122.23824,7.218,52.217,0.0,-113,0.964,0.875,0.614
2014/08/19 08:48:48,1.34,37.77887,-122.23785,6.562,52.942,0.0,-113,1.460,0.000,0.154
2014/08/19 08:48:53,1.5,37.77789,-122.23730,5.906,53.329,0.0,-113,1.054,0.125,0.121
2014/08/19 08:48:58,1.48,37.77703,-122.23655,5.249,51.070,0.0,-113,1.172,1.375,0.302
2014/08/19 08:49:03,1.34,37.77624,-122.23565,6.562,52.168,0.0,-113,1.018,1.500,0.626
