Date-Time,DOP,Latitude,Longitude,Altitude (ft),Speed (mph),Heading (deg),mod1 SS (dBm),mod1 Down (Mbs),mod1 Up (Mbs),mod1 Ping (Sec)
2014/09/18 10:43:04,4.7,37.79573,-122.27367,67.257,0.009,0.0,-65,1.420,1.750,0.498
2014/09/18 10:43:09,4.7,37.79573,-122.27367,65.289,0.034,0.0,-65,1.627,1.833,0.527
2014/09/18 10:43:14,4.71,37.79573,-122.27367,64.304,0.045,0.0,-65,1.568,1.875,0.490
2014/09/18 10:43:19,4.71,37.79573,-122.27367,64.961,0.015,0.0,-65,1.170,1.833,0.429
2014/09/18 10:43:24,4.71,37.79573,-122.27366,63.648,0.004,0.0,-65,1.056,1.833,0.449
2014/09/18 10:43:29,4.71,37.79572,-122.27366,60.696,0.017,0.0,-65,1.076,1.833,0.501
2014/09/18 10:43:34,4.72,37.79572,-122.27365,57.087,0.016,0.0,-63,1.778,1.833,0.469
2014/09/18 10:43:39,4.72,37.79571,-122.27366,53.806,0.040,0.0,-63,1.799,1.750,0.401
2014/09/18 10:43:44,4.72,37.79571,-122.27366,49.869,0.013,0.0,-63,2.060,1.708,0.428
2014/09/18 10:43:49,4.72,37.79570,-122.27366,43.307,0.090,0.0,-63,1.765,1.833,0.489
2014/09/18 10:43:54,4.73,37.79569,-122.27364,36.417,0.026,0.0,-63,0.861,1.833,0.456
2014/09/18 10:43:59,4.73,37.79568,-122.27363,36.089,0.035,0.0,-63,0.924,1.833,0.455
2014/09/18 10:44:04,4.73,37.79568,-122.27363,35.761,0.025,0.0,-63,1.229,0.000,0.458
2014/09/18 10:44:09,4.73,37.79568,-122.27362,32.480,0.057,0.0,-63,1.670,1.833,0.444
2014/09/18 10:44:14,4.74,37.79567,-122.27363,21.982,0.098,0.0,-63,1.971,1.875,0.513
2014/09/18 10:44:19,4.74,37.79565,-122.27363,8.202,0.079,0.0,-63,2.353,1.792,0.360
2014/09/18 10:44:24,4.74,37.79563,-122.27364,-4.265,0.118,0.0,-63,1.906,1.750,0.468
2014/09/18 10:44:29,4.74,37.79563,-122.27365,-6.890,0.115,0.0,-63,1.524,1.833,0.461
2014/09/18 10:44:34,4.74,37.79563,-122.27365,-8.530,0.072,0.0,-63,2.144,1.792,0.429
2014/09/18 10:44:39,4.75,37.79563,-122.27365,-10.171,0.098,0.0,-65,2.180,1.417,0.288
2014/09/18 10:44:44,4.75,37.79564,-122.27363,-4.921,0.028,0.0,-65,1.494,1.833,0.603
2014/09/18 10:44:49,4.75,37.79564,-122.27362,-4.593,0.021,0.0,-65,1.503,2.208,1.461
2014/09/18 10:44:54,4.75,37.79564,-122.27361,-2.297,0.067,0.0,-65,1.037,2.125,1.161
2014/09/18 10:44:59,4.75,37.79564,-122.27361,-0.328,0.011,0.0,-65,1.073,1.917,1.821
2014/09/18 10:45:04,4.76,37.79565,-122.27361,2.625,0.050,0.0,-65,1.335,1.958,1.497
2014/09/18 10:45:09,4.76,37.79565,-122.27362,3.937,0.017,0.0,-65,1.602,1.917,0.902
2014/09/18 10:45:14,4.76,37.79566,-122.27363,5.577,0.026,0.0,-65,0.814,1.958,0.633
2014/09/18 10:45:19,4.76,37.79566,-122.27363,9.186,0.024,0.0,-65,1.176,0.000,0.646
