Date-Time,DOP,Latitude,Longitude,Altitude (ft),Speed (mph),Heading (deg),mod1 SS (dBm),mod1 Down (Mbs),mod1 Up (Mbs),mod1 Ping (Sec)
2014/09/15 11:03:43,3.03,37.79566,-122.26692,72.507,2.065,0.0,-77,1.753,0.000,0.676
2014/09/15 11:03:48,3.03,37.79568,-122.26693,68.570,4.026,0.0,-77,1.437,0.292,0.229
2014/09/15 11:03:53,3.03,37.79568,-122.26693,68.570,4.026,0.0,-77,1.736,0.292,1.309
2014/09/15 11:03:58,3.03,37.79588,-122.26706,121.063,4.600,0.0,-77,0.798,0.167,0.748
2014/09/15 11:04:03,3.03,37.79596,-122.26707,148.294,5.663,0.0,-77,0.728,0.375,0.463
2014/09/15 11:04:08,3.03,37.79616,-122.26712,189.633,5.578,0.0,-77,1.333,0.000,0.813
2014/09/15 11:04:13,3.03,37.79616,-122.26712,189.633,5.578,0.0,-77,1.019,0.292,0.786
2014/09/15 11:04:18,3.03,37.79616,-122.26712,189.633,5.578,0.0,-77,0.875,0.250,0.677
2014/09/15 11:04:23,3.03,37.79609,-122.26726,240.157,2.300,0.0,-77,1.094,0.250,0.397
2014/09/15 11:04:28,3.03,37.79604,-122.26726,243.438,1.073,0.0,-77,1.349,0.542,0.682
2014/09/15 11:04:33,3.03,37.79547,-122.26704,127.625,1.668,0.0,-77,0.967,0.292,0.738
2014/09/15 11:04:38,3.03,37.79545,-122.26704,115.157,1.542,0.0,-77,0.997,0.000,0.469
2014/09/15 11:04:43,3.03,37.79535,-122.26706,52.165,0.373,0.0,-77,0.940,0.333,0.982
2014/09/15 11:04:48,3.03,37.79535,-122.26706,52.165,0.373,0.0,-77,0.833,0.167,0.000
2014/09/15 11:04:53,3.03,37.79554,-122.26684,-61.680,2.284,0.0,-77,0.541,0.167,0.693
2014/09/15 11:04:58,3.03,37.79565,-122.26705,-142.717,0.538,0.0,-77,0.865,0.333,1.044
2014/09/15 11:05:03,3.03,37.79576,-122.26715,-216.864,4.102,0.0,-77,0.984,0.417,0.498
2014/09/15 11:05:08,3.03,37.79578,-122.26716,-234.252,1.079,0.0,-77,0.728,0.458,0.489
2014/09/15 11:05:13,3.03,37.79566,-122.26713,-164.370,3.788,0.0,-77,0.871,0.542,0.392
2014/09/15 11:05:18,3.03,37.79572,-122.26706,-145.669,6.429,0.0,-77,1.080,0.000,0.401
2014/09/15 11:05:23,3.03,37.79569,-122.26705,-86.614,2.604,0.0,-77,0.952,0.375,0.000
2014/09/15 11:05:28,3.03,37.79564,-122.26700,-60.039,3.318,0.0,-77,0.231,0.000,3.121
2014/09/15 11:05:33,3.03,37.79565,-122.26696,-29.199,3.356,0.0,-77,0.250,0.000,3.939
2014/09/15 11:05:38,3.03,37.79572,-122.26694,-16.076,8.780,0.0,-77,0.730,0.000,0.278
2014/09/15 11:05:43,3.03,37.79575,-122.26722,31.496,5.970,0.0,-77,1.687,0.000,0.146
2014/09/15 11:05:48,3.03,37.79578,-122.26734,20.341,0.819,0.0,-69,1.977,0.000,0.237
2014/09/15 11:05:53,3.03,37.79582,-122.26732,15.420,0.699,0.0,-69,2.690,0.042,0.294
2014/09/15 11:05:58,3.03,37.79583,-122.26731,9.843,0.418,0.0,-69,3.324,0.583,0.177
2014/09/15 11:06:03,3.03,37.79584,-122.26731,5.577,0.364,0.0,-69,3.269,0.667,0.159
2014/09/15 11:06:08,3.03,37.79585,-122.26733,3.937,2.617,0.0,-69,3.240,0.500,0.146
2014/09/15 11:06:13,3.03,37.79586,-122.26743,5.577,3.908,0.0,-69,3.230,0.458,0.347
2014/09/15 11:06:18,3.03,37.79585,-122.26753,3.937,4.305,0.0,-69,0.000,1.208,0.245
2014/09/15 11:06:23,3.03,37.79583,-122.26774,-11.811,2.788,0.0,-71,0.000,0.000,0.000
2014/09/15 11:06:28,3.03,37.79565,-122.26779,-10.499,4.781,0.0,-71,0.000,0.000,0.000
2014/09/15 11:06:33,3.03,37.79565,-122.26779,-10.499,4.781,0.0,-71,0.000,0.000,2.462
2014/09/15 11:06:38,3.03,37.79519,-122.26790,41.339,0.808,0.0,-71,0.000,0.000,0.213
2014/09/15 11:06:43,2.62,37.79525,-122.26779,51.181,0.483,0.0,-71,0.105,0.167,0.248
2014/09/15 11:06:48,3.03,37.79534,-122.26772,49.213,0.329,0.0,-71,1.629,1.875,1.945
2014/09/15 11:06:53,2.79,37.79531,-122.26777,20.997,9.148,0.0,-79,1.270,0.000,0.000
2014/09/15 11:06:58,4.03,37.79516,-122.26746,5.249,20.025,0.0,-79,0.286,0.500,5.363
2014/09/15 11:07:03,1.83,37.79501,-122.26707,1.969,12.958,0.0,-79,0.564,1.042,1.025
2014/09/15 11:07:08,1.83,37.79498,-122.26696,9.186,0.057,0.0,-79,0.745,1.333,0.418
2014/09/15 11:07:13,1.83,37.79500,-122.26697,25.591,0.279,0.0,-79,1.084,1.500,0.437
2014/09/15 11:07:18,1.83,37.79502,-122.26698,35.105,0.016,0.0,-79,1.510,1.125,0.421
2014/09/15 11:07:23,1.83,37.79502,-122.26695,32.808,5.439,0.0,-73,0.834,1.458,0.718
2014/09/15 11:07:28,1.83,37.79488,-122.26664,33.793,20.746,0.0,-73,1.139,1.333,0.434
2014/09/15 11:07:33,1.83,37.79463,-122.26607,24.606,27.987,0.0,-73,0.973,0.875,1.373
2014/09/15 11:07:38,1.83,37.79429,-122.26540,24.934,33.612,0.0,-73,0.548,0.000,0.434
2014/09/15 11:07:43,1.83,37.79390,-122.26476,20.997,30.170,0.0,-73,1.482,1.208,1.064
2014/09/15 11:07:48,1.83,37.79342,-122.26411,21.654,38.313,0.0,-73,1.276,1.125,0.545
2014/09/15 11:07:53,1.83,37.79283,-122.26337,28.871,43.378,0.0,-67,1.487,1.167,0.693
2014/09/15 11:07:59,1.83,37.79218,-122.26258,41.339,46.124,0.0,-67,0.804,1.125,0.518
2014/09/15 11:08:04,1.83,37.79149,-122.26173,50.853,48.986,0.0,-67,0.718,1.500,0.522
2014/09/15 11:08:09,1.83,37.79082,-122.26080,53.478,49.951,0.0,-67,0.721,1.708,0.474
2014/09/15 11:08:14,2.03,37.79027,-122.25969,49.869,52.211,0.0,-67,0.755,1.708,0.438
2014/09/15 11:08:19,1.83,37.78989,-122.25844,40.354,53.291,0.0,-67,1.085,1.625,0.462
2014/09/15 11:08:24,1.83,37.78965,-122.25714,25.262,52.974,0.0,-67,1.153,1.708,0.610
2014/09/15 11:08:29,1.83,37.78943,-122.25581,10.827,55.218,0.0,-51,0.802,1.708,0.501
2014/09/15 11:08:34,1.83,37.78922,-122.25438,3.281,57.159,0.0,-51,1.070,1.708,0.481
2014/09/15 11:08:39,1.83,37.78896,-122.25309,-2.297,51.440,0.0,-51,1.056,1.875,0.496
2014/09/15 11:08:44,1.83,37.78863,-122.25183,-3.281,51.587,0.0,-51,0.686,1.708,0.438
2014/09/15 11:08:49,1.83,37.78825,-122.25059,-2.297,53.948,0.0,-51,1.025,1.833,0.529
2014/09/15 11:08:54,2.02,37.78783,-122.24933,0.984,52.754,0.0,-51,0.675,1.375,0.630
2014/09/15 11:08:59,1.83,37.78739,-122.24811,1.969,53.986,0.0,-69,1.008,1.583,0.521
2014/09/15 11:09:04,1.83,37.78691,-122.24687,2.625,54.296,0.0,-69,0.786,1.083,1.081
2014/09/15 11:09:09,2.84,37.78635,-122.24571,3.281,53.397,0.0,-69,0.558,1.208,0.305
2014/09/15 11:09:14,2.84,37.78575,-122.24460,4.265,51.978,0.0,-69,0.595,1.042,0.407
2014/09/15 11:09:19,2.84,37.78519,-122.24350,4.921,51.318,0.0,-69,0.896,1.667,0.309
2014/09/15 11:09:24,2.84,37.78460,-122.24239,2.297,53.419,0.0,-69,0.982,0.000,0.631
2014/09/15 11:09:29,1.83,37.78399,-122.24130,2.953,52.552,0.0,-51,0.890,2.333,1.389
2014/09/15 11:09:34,1.83,37.78329,-122.24028,1.969,52.936,0.0,-51,0.681,2.417,3.427
2014/09/15 11:09:39,1.75,37.78247,-122.23945,5.906,51.815,0.0,-51,1.323,1.792,1.825
2014/09/15 11:09:44,3.9,37.78150,-122.23891,9.186,53.360,0.0,-51,2.162,1.750,2.394
2014/09/15 11:09:49,2.43,37.78046,-122.23851,16.404,53.829,0.0,-51,1.324,2.417,2.585
2014/09/15 11:09:54,2.03,37.77940,-122.23813,16.732,55.454,0.0,-51,0.991,1.875,2.022
2014/09/15 11:09:59,1.75,37.77835,-122.23764,16.732,55.838,0.0,-57,0.935,1.917,2.570
2014/09/15 11:10:04,2.85,37.77739,-122.23694,13.123,55.146,0.0,-57,1.144,0.000,1.874
2014/09/15 11:10:09,1.75,37.77652,-122.23606,17.060,55.452,0.0,-57,0.805,2.042,0.000
2014/09/15 11:10:14,1.82,37.77577,-122.23503,16.404,55.713,0.0,-57,0.374,0.625,7.464
2014/09/15 11:10:19,2.43,37.77515,-122.23386,15.748,55.484,0.0,-57,0.968,0.000,2.194
2014/09/15 11:10:24,2.38,37.77467,-122.23261,13.780,54.931,0.0,-57,0.721,0.875,0.000
2014/09/15 11:10:29,1.75,37.77425,-122.23135,21.325,53.693,0.0,-57,1.154,0.625,4.501
2014/09/15 11:10:34,2.38,37.77384,-122.23016,33.136,47.240,0.0,-51,0.380,0.000,0.000
2014/09/15 11:10:39,1.74,37.77350,-122.22917,40.682,41.468,0.0,-51,0.753,0.667,6.790
2014/09/15 11:10:44,1.74,37.77319,-122.22821,45.932,40.685,0.0,-51,0.000,0.000,0.000
2014/09/15 11:10:49,1.72,37.77286,-122.22723,42.651,44.086,0.0,-51,0.405,0.667,0.000
2014/09/15 11:10:54,1.72,37.77253,-122.22620,34.449,44.819,0.0,-51,0.500,0.000,0.000
2014/09/15 11:10:59,1.72,37.77217,-122.22513,26.575,46.627,0.0,-51,0.991,0.625,2.621
2014/09/15 11:11:04,1.72,37.77171,-122.22404,19.029,50.918,0.0,-81,0.929,0.667,3.680
2014/09/15 11:11:09,2.38,37.77106,-122.22298,20.997,54.044,0.0,-81,1.347,0.667,0.000
2014/09/15 11:11:14,2.21,37.77023,-122.22206,25.919,54.278,0.0,-81,1.073,0.000,5.904
2014/09/15 11:11:19,2.39,37.76934,-122.22134,37.073,52.323,0.0,-81,0.235,0.667,0.000
2014/09/15 11:11:24,2.39,37.76843,-122.22066,42.979,52.878,0.0,-81,0.345,1.292,6.819
2014/09/15 11:11:29,2.39,37.76749,-122.21995,41.339,55.354,0.0,-81,0.499,0.000,1.624
2014/09/15 11:11:34,2.39,37.76652,-122.21922,31.824,57.027,0.0,-71,0.717,2.000,2.645
2014/09/15 11:11:39,2.39,37.76554,-122.21842,18.701,58.791,0.0,-71,1.336,1.958,2.713
2014/09/15 11:11:44,1.76,37.76458,-122.21757,13.451,57.338,0.0,-71,1.459,1.958,1.570
2014/09/15 11:11:49,1.76,37.76368,-122.21678,11.811,52.733,0.0,-71,0.770,0.000,2.506
2014/09/15 11:11:54,1.76,37.76281,-122.21601,10.827,53.648,0.0,-71,0.901,2.000,1.551
2014/09/15 11:11:59,1.76,37.76191,-122.21522,10.499,54.609,0.0,-71,1.684,2.000,2.303
2014/09/15 11:12:04,1.74,37.76101,-122.21443,9.186,54.416,0.0,-55,1.939,2.000,1.587
2014/09/15 11:12:09,1.74,37.76010,-122.21363,8.202,56.525,0.0,-55,1.015,2.042,0.770
2014/09/15 11:12:14,1.74,37.75916,-122.21280,7.546,56.615,0.0,-55,0.730,0.000,1.577
2014/09/15 11:12:19,1.81,37.75823,-122.21198,6.890,56.608,0.0,-55,0.307,1.333,0.214
2014/09/15 11:12:24,1.74,37.75728,-122.21116,6.234,57.728,0.0,-55,1.017,1.333,0.610
2014/09/15 11:12:29,1.74,37.75632,-122.21030,5.906,59.098,0.0,-55,1.830,0.000,0.518
2014/09/15 11:12:34,1.75,37.75535,-122.20946,4.921,57.803,0.0,-55,1.311,1.958,1.230
2014/09/15 11:12:39,1.75,37.75441,-122.20863,4.265,57.149,0.0,-69,2.352,1.292,0.298
2014/09/15 11:12:44,1.75,37.75349,-122.20782,5.249,54.973,0.0,-69,1.913,0.000,0.691
2014/09/15 11:12:49,1.75,37.75259,-122.20703,4.593,54.030,0.0,-69,1.838,0.000,0.193
2014/09/15 11:12:54,1.75,37.75169,-122.20625,4.593,54.930,0.0,-69,1.409,0.083,0.230
2014/09/15 11:12:59,1.75,37.75079,-122.20544,4.593,55.518,0.0,-69,0.694,1.000,0.262
2014/09/15 11:13:04,1.75,37.74987,-122.20464,5.249,55.657,0.0,-69,0.765,1.792,0.218
2014/09/15 11:13:09,1.75,37.74897,-122.20385,5.249,52.791,0.0,-57,1.199,2.167,0.601
2014/09/15 11:13:14,1.75,37.74811,-122.20310,4.921,51.492,0.0,-57,1.509,2.125,1.282
2014/09/15 11:13:19,1.75,37.74726,-122.20234,3.937,52.369,0.0,-57,1.121,1.042,1.738
2014/09/15 11:13:24,1.83,37.74638,-122.20158,3.609,52.932,0.0,-57,0.821,0.000,2.218
2014/09/15 11:13:29,1.75,37.74551,-122.20082,2.297,52.891,0.0,-57,0.298,0.000,0.000
2014/09/15 11:13:34,1.75,37.74463,-122.20004,2.297,53.562,0.0,-57,0.208,0.000,5.298
2014/09/15 11:13:39,1.75,37.74374,-122.19926,2.297,54.502,0.0,-87,0.000,0.000,1.855
2014/09/15 11:13:44,1.75,37.74280,-122.19844,1.640,57.915,0.0,-87,0.364,0.000,0.189
2014/09/15 11:13:49,1.76,37.74184,-122.19758,0.984,58.349,0.0,-87,0.937,0.083,0.178
2014/09/15 11:13:54,2.67,37.74090,-122.19675,2.625,56.581,0.0,-87,1.384,1.792,0.471
2014/09/15 11:13:59,2.35,37.74006,-122.19606,41.010,46.676,0.0,-87,0.957,1.708,0.638
2014/09/15 11:14:04,1.76,37.73914,-122.19520,23.950,54.759,0.0,-87,1.261,1.583,0.537
2014/09/15 11:14:09,1.84,37.73820,-122.19437,22.310,57.358,0.0,-55,0.771,1.583,0.157
2014/09/15 11:14:14,1.76,37.73722,-122.19351,21.982,59.367,0.0,-55,0.969,0.417,0.602
2014/09/15 11:14:19,1.76,37.73624,-122.19266,19.685,58.073,0.0,-55,1.333,0.875,0.462
2014/09/15 11:14:24,1.76,37.73528,-122.19181,17.060,58.493,0.0,-55,1.609,1.333,0.281
2014/09/15 11:14:29,1.76,37.73431,-122.19095,14.436,58.220,0.0,-55,0.818,2.083,0.805
2014/09/15 11:14:34,1.76,37.73336,-122.19013,13.451,56.431,0.0,-55,0.848,0.000,2.529
2014/09/15 11:14:39,1.78,37.73243,-122.18931,11.483,56.193,0.0,-55,0.840,2.208,2.242
2014/09/15 11:14:44,1.85,37.73152,-122.18850,10.171,54.820,0.0,-57,0.982,1.792,2.230
