Date-Time,DOP,Latitude,Longitude,Altitude (ft),Speed (mph),Heading (deg),mod1 SS (dBm),mod1 Down (Mbs),mod1 Up (Mbs),mod1 Ping (Sec)
2014/09/22 13:05:24,2.68,38.23050,-122.58282,56.430,50.773,0.0,-91,1.631,0.625,0.381
2014/09/22 13:05:29,2.68,38.22991,-122.58173,51.509,52.576,0.0,-91,2.492,0.333,0.654
2014/09/22 13:05:34,2.68,38.22930,-122.58064,49.213,52.466,0.0,-91,1.294,0.500,0.174
2014/09/22 13:05:39,2.69,38.22868,-122.57954,45.932,53.114,0.0,-91,0.903,2.042,0.173
2014/09/22 13:05:44,2.69,38.22805,-122.57843,43.307,54.252,0.0,-91,2.319,2.083,0.299
2014/09/22 13:05:49,2.69,38.22741,-122.57730,43.307,54.360,0.0,-91,2.117,0.667,0.254
2014/09/22 13:05:54,2.69,38.22677,-122.57617,44.948,54.024,0.0,-87,1.378,1.208,0.441
2014/09/22 13:05:59,2.69,38.22613,-122.57505,42.323,54.288,0.0,-87,1.767,0.583,0.364
2014/09/22 13:06:04,2.7,38.22550,-122.57391,38.714,55.530,0.0,-87,0.718,0.000,0.424
2014/09/22 13:06:09,2.7,38.22485,-122.57274,34.449,57.062,0.0,-87,1.076,0.458,1.726
2014/09/22 13:06:14,2.7,38.22419,-122.57152,30.840,57.922,0.0,-87,0.447,0.333,1.990
2014/09/22 13:06:19,2.7,38.22353,-122.57033,28.543,56.783,0.0,-87,0.239,0.625,0.355
2014/09/22 13:06:24,2.7,38.22287,-122.56913,28.543,57.455,0.0,-87,1.300,1.125,0.278
2014/09/22 13:06:29,2.71,38.22221,-122.56793,29.528,57.541,0.0,-93,0.775,0.000,0.161
2014/09/22 13:06:34,2.71,38.22158,-122.56668,31.168,57.233,0.0,-93,2.280,0.542,0.213
2014/09/22 13:06:39,3.62,38.22095,-122.56551,36.089,56.477,0.0,-93,3.819,0.625,0.146
2014/09/22 13:06:44,2.71,38.22035,-122.56425,38.386,57.458,0.0,-93,3.786,0.583,0.188
2014/09/22 13:06:49,2.71,38.21976,-122.56300,42.323,56.910,0.0,-93,3.481,0.458,0.274
2014/09/22 13:06:54,2.71,38.21917,-122.56176,51.509,56.443,0.0,-93,1.617,0.000,0.590
2014/09/22 13:06:59,2.72,38.21860,-122.56054,59.711,55.191,0.0,-83,0.592,0.500,0.497
2014/09/22 13:07:04,2.72,38.21800,-122.55936,62.664,54.749,0.0,-83,0.845,0.958,0.688
2014/09/22 13:07:09,2.72,38.21736,-122.55829,63.320,52.534,0.0,-83,0.267,0.292,4.476
2014/09/22 13:07:14,2.72,38.21670,-122.55722,61.680,53.614,0.0,-83,0.555,1.333,1.578
2014/09/22 13:07:19,2.72,38.21604,-122.55613,56.102,54.242,0.0,-83,0.853,0.000,4.001
2014/09/22 13:07:24,2.73,38.21538,-122.55504,55.774,53.045,0.0,-83,0.284,0.958,1.155
2014/09/22 13:07:29,2.73,38.21477,-122.55399,54.462,49.731,0.0,-105,0.251,0.750,0.000
2014/09/22 13:07:34,2.73,38.21418,-122.55296,46.916,50.234,0.0,-105,0.000,0.500,3.306
2014/09/22 13:07:39,2.73,38.21358,-122.55192,43.307,49.880,0.0,-105,0.345,0.000,2.189
2014/09/22 13:07:44,2.73,38.21299,-122.55092,38.058,47.637,0.0,-105,0.868,1.042,2.824
2014/09/22 13:07:49,2.73,38.21247,-122.55002,32.480,38.187,0.0,-105,0.912,0.917,0.921
2014/09/22 13:07:54,2.74,38.21214,-122.54948,28.543,15.888,0.0,-105,0.678,0.000,1.306
2014/09/22 13:07:59,2.74,38.21207,-122.54937,26.903,1.349,0.0,-95,0.565,0.792,0.401
2014/09/22 13:08:04,2.74,38.21207,-122.54936,25.262,0.010,0.0,-95,0.946,1.792,0.761
2014/09/22 13:08:09,2.74,38.21207,-122.54915,24.606,17.162,0.0,-95,1.789,1.833,0.847
2014/09/22 13:08:14,2.74,38.21239,-122.54861,23.950,32.759,0.0,-95,1.742,1.458,0.284
2014/09/22 13:08:19,2.75,38.21288,-122.54788,30.840,40.984,0.0,-95,0.695,0.250,0.278
2014/09/22 13:08:24,3.75,38.21362,-122.54730,55.118,43.625,0.0,-95,0.642,0.000,1.452
2014/09/22 13:08:29,2.75,38.21451,-122.54708,79.724,45.789,0.0,-95,1.074,0.792,1.326
2014/09/22 13:08:34,2.75,38.21541,-122.54706,93.504,44.854,0.0,-99,0.836,0.000,0.000
2014/09/22 13:08:39,2.75,38.21613,-122.54670,106.955,37.282,0.0,-99,0.000,0.000,0.000
2014/09/22 13:08:44,2.75,38.21639,-122.54582,120.735,39.418,0.0,-99,0.000,0.000,0.000
2014/09/22 13:08:49,2.76,38.21672,-122.54491,136.811,40.507,0.0,-99,0.000,0.000,0.178
2014/09/22 13:08:54,5.04,38.21737,-122.54430,158.136,41.556,0.0,-99,0.003,0.042,0.189
2014/09/22 13:08:59,3.79,38.21807,-122.54370,170.604,41.127,0.0,-99,1.397,1.417,0.365
2014/09/22 13:09:04,2.76,38.21874,-122.54319,185.039,39.453,0.0,-87,1.194,1.667,0.309
2014/09/22 13:09:09,2.76,38.21949,-122.54304,189.633,35.902,0.0,-87,0.853,0.000,1.526
2014/09/22 13:09:14,2.76,38.22022,-122.54270,203.084,40.131,0.0,-87,0.000,0.792,0.000
2014/09/22 13:09:19,2.77,38.22067,-122.54186,219.816,39.799,0.0,-87,0.201,0.000,0.000
2014/09/22 13:09:24,2.77,38.22094,-122.54092,241.798,37.689,0.0,-87,0.216,0.167,0.000
2014/09/22 13:09:29,2.77,38.22129,-122.54022,262.139,28.716,0.0,-87,0.792,0.000,2.492
2014/09/22 13:09:34,2.77,38.22166,-122.53951,272.638,37.786,0.0,-105,0.233,0.333,0.000
2014/09/22 13:09:39,2.77,38.22213,-122.53865,260.827,44.923,0.0,-105,0.000,0.000,0.000
2014/09/22 13:09:44,2.77,38.22266,-122.53766,245.735,47.213,0.0,-105,0.000,0.000,0.000
2014/09/22 13:09:49,2.78,38.22317,-122.53670,242.782,45.041,0.0,-105,0.000,0.000,0.000
2014/09/22 13:09:54,2.78,38.22369,-122.53574,246.391,46.246,0.0,-105,0.000,0.000,0.000
2014/09/22 13:09:59,2.78,38.22421,-122.53476,260.827,45.045,0.0,-105,0.000,0.000,0.252
2014/09/22 13:10:04,1.74,38.22473,-122.53380,269.685,47.072,0.0,-93,0.053,0.125,0.178
2014/09/22 13:10:09,1.74,38.22528,-122.53281,264.436,45.916,0.0,-93,2.156,1.333,0.174
2014/09/22 13:10:14,1.74,38.22579,-122.53188,255.249,44.198,0.0,-93,2.464,1.792,0.180
2014/09/22 13:10:19,1.74,38.22639,-122.53105,243.766,43.524,0.0,-93,1.716,1.500,0.176
2014/09/22 13:10:24,1.56,38.22712,-122.53049,235.236,40.947,0.0,-93,1.576,2.500,0.558
2014/09/22 13:10:29,1.64,38.22788,-122.53053,234.908,38.140,0.0,-93,1.115,1.792,0.354
2014/09/22 13:10:34,2.79,38.22859,-122.53102,240.486,42.188,0.0,-93,1.069,1.167,0.181
2014/09/22 13:10:39,2.79,38.22934,-122.53157,246.391,41.742,0.0,-67,1.108,1.542,0.158
2014/09/22 13:10:44,1.64,38.23013,-122.53190,244.751,41.266,0.0,-67,1.143,1.625,0.170
2014/09/22 13:10:49,1.64,38.23091,-122.53163,242.454,41.966,0.0,-67,1.016,1.125,0.287
2014/09/22 13:10:54,1.5,38.23162,-122.53099,241.470,44.951,0.0,-67,0.872,1.167,0.168
2014/09/22 13:10:59,1.5,38.23238,-122.53031,245.407,47.051,0.0,-67,1.672,1.125,0.238
2014/09/22 13:11:04,1.5,38.23315,-122.52963,257.218,46.800,0.0,-67,0.755,1.083,0.201
2014/09/22 13:11:09,1.5,38.23391,-122.52894,273.950,46.653,0.0,-77,0.797,0.000,0.278
2014/09/22 13:11:14,1.53,38.23467,-122.52826,270.669,45.660,0.0,-77,0.954,0.750,0.181
2014/09/22 13:11:19,1.5,38.23539,-122.52758,267.060,42.050,0.0,-77,2.028,1.625,0.170
2014/09/22 13:11:24,1.66,38.23593,-122.52694,266.076,27.918,0.0,-77,1.444,1.917,0.222
